service_id,service_name,source_service,target_service,request_latency,request_volume,cpu_usage,memory_usage,error_rate,service_criticality,environment,timestamp
svc_005,Payment Service,Order Service,Payment Service,498.72,5421,37.93,1626.0,0.0424,critical,production,2026-03-02T06:24:27.530280
svc_012,Config Service,Order Service,Config Service,76.27,4582,10.61,1679.0,0.0317,high,production,2026-03-02T06:30:27.530280
svc_015,Report Service,Analytics Service,Report Service,100.71,1133,19.21,1141.0,0.011,low,production,2026-03-02T06:48:27.530280
svc_010,Analytics Service,User Service,Analytics Service,458.41,7884,67.76,1080.0,0.0196,low,production,2026-03-02T07:13:27.530280
svc_018,Session Service,Auth Service,Session Service,256.04,2723,21.1,1634.0,0.0307,high,production,2026-03-02T07:18:27.530280
svc_009,Search Service,API Gateway,Search Service,77.82,6615,51.62,1231.0,0.0378,medium,production,2026-03-02T07:24:27.530280
svc_002,Auth Service,API Gateway,Auth Service,398.42,2239,16.52,521.0,0.0435,critical,production,2026-03-02T07:28:27.530280
svc_003,User Service,API Gateway,User Service,386.12,9096,43.99,1343.0,0.045,high,production,2026-03-02T07:37:27.530280
svc_015,Report Service,Billing Service,Report Service,476.03,7661,57.14,1430.0,0.0033,low,production,2026-03-02T07:37:27.530280
svc_009,Search Service,API Gateway,Search Service,127.07,6198,51.11,1218.0,0.0339,medium,production,2026-03-02T07:43:27.530280
svc_018,Session Service,Auth Service,Session Service,49.72,6561,46.73,660.0,0.0168,high,production,2026-03-02T07:54:27.530280
svc_009,Search Service,API Gateway,Search Service,159.73,2801,43.29,639.0,0.0015,medium,production,2026-03-02T07:57:27.530280
svc_016,Billing Service,Payment Service,Billing Service,379.38,2507,21.18,563.0,0.0427,high,production,2026-03-02T08:14:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,141.03,1981,29.67,1060.0,0.0288,high,production,2026-03-02T08:14:27.530280
svc_006,Notification Service,Payment Service,Notification Service,470.25,1829,35.89,523.0,0.0455,medium,production,2026-03-02T08:34:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,309.63,7084,78.34,888.0,0.005,low,production,2026-03-02T08:54:27.530280
svc_009,Search Service,API Gateway,Search Service,451.92,10,31.72,455.0,0.0081,medium,production,2026-03-02T08:54:27.530280
svc_012,Config Service,User Service,Config Service,23.65,479,50.23,1228.0,0.0477,high,production,2026-03-02T09:02:27.530280
svc_016,Billing Service,Payment Service,Billing Service,357.42,6465,80.45,1169.0,0.0459,high,production,2026-03-02T09:09:27.530280
svc_018,Session Service,Auth Service,Session Service,368.6,5534,30.74,143.0,0.0469,high,production,2026-03-02T09:12:27.530280
svc_012,Config Service,Auth Service,Config Service,223.5,1536,31.02,1204.0,0.0317,high,production,2026-03-02T09:15:27.530280
svc_015,Report Service,Analytics Service,Report Service,510.9,1895,32.93,335.0,0.0025,low,production,2026-03-02T09:19:27.530280
svc_014,Email Service,Notification Service,Email Service,412.47,5837,7.91,1221.0,0.0246,medium,production,2026-03-02T09:39:27.530280
svc_006,Notification Service,Order Service,Notification Service,33.91,6589,74.12,1958.0,0.0472,medium,production,2026-03-02T09:41:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,464.85,2100,23.69,439.0,0.0418,medium,production,2026-03-02T09:51:27.530280
svc_015,Report Service,Billing Service,Report Service,359.06,5950,29.16,874.0,0.0086,low,production,2026-03-02T10:05:27.530280
svc_012,Config Service,Auth Service,Config Service,24.02,3225,27.54,1235.0,0.0211,high,production,2026-03-02T10:40:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,80.29,1763,19.0,449.0,0.0218,low,production,2026-03-02T10:41:27.530280
svc_014,Email Service,Notification Service,Email Service,365.05,4431,31.5,530.0,0.0343,medium,production,2026-03-02T10:49:27.530280
svc_012,Config Service,User Service,Config Service,376.21,5733,36.34,1024.0,0.0399,high,production,2026-03-02T10:59:27.530280
svc_003,User Service,Auth Service,User Service,83.52,2574,33.29,1254.0,0.0413,high,production,2026-03-02T11:04:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,49.96,9019,71.05,261.0,0.0058,low,production,2026-03-02T11:10:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,191.11,3006,72.5,1811.0,0.0201,high,production,2026-03-02T11:14:27.530280
svc_010,Analytics Service,User Service,Analytics Service,42.11,1931,21.8,1611.0,0.0498,low,production,2026-03-02T11:19:27.530280
svc_003,User Service,Auth Service,User Service,72.08,5587,31.64,1635.0,0.0328,high,production,2026-03-02T11:25:27.530280
svc_010,Analytics Service,User Service,Analytics Service,421.63,5876,67.36,1058.0,0.0237,low,production,2026-03-02T11:27:27.530280
svc_009,Search Service,Catalog Service,Search Service,482.51,7539,28.95,339.0,0.0471,medium,production,2026-03-02T11:39:27.530280
svc_009,Search Service,API Gateway,Search Service,344.79,671,49.31,1617.0,0.0482,medium,production,2026-03-02T11:45:27.530280
svc_015,Report Service,Billing Service,Report Service,407.69,3225,31.75,875.0,0.0427,low,production,2026-03-02T11:46:27.530280
svc_009,Search Service,API Gateway,Search Service,158.97,3944,53.35,1381.0,0.0079,medium,production,2026-03-02T12:01:27.530280
svc_004,Order Service,API Gateway,Order Service,470.8,10,16.47,1028.0,0.0097,critical,production,2026-03-02T12:19:27.530280
svc_003,User Service,Auth Service,User Service,460.18,668,73.72,1532.0,0.0061,high,production,2026-03-02T12:35:27.530280
svc_018,Session Service,Auth Service,Session Service,21.86,3706,26.97,342.0,0.0279,high,production,2026-03-02T12:46:27.530280
svc_013,Cache Service,Search Service,Cache Service,315.96,5677,15.5,1843.0,0.0057,high,production,2026-03-02T13:23:27.530280
svc_013,Cache Service,Search Service,Cache Service,322.66,2310,38.56,1264.0,0.0236,high,production,2026-03-02T13:29:27.530280
svc_012,Config Service,Auth Service,Config Service,65.89,1013,71.57,1651.0,0.0364,high,production,2026-03-02T13:37:27.530280
svc_015,Report Service,Analytics Service,Report Service,355.93,2262,21.42,1613.0,0.0458,low,production,2026-03-02T14:09:27.530280
svc_012,Config Service,Order Service,Config Service,348.41,4799,22.26,1714.0,0.013,high,production,2026-03-02T14:15:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,22.84,2696,11.15,1443.0,0.0179,medium,production,2026-03-02T14:18:27.530280
svc_009,Search Service,API Gateway,Search Service,101.07,7359,51.37,303.0,0.0272,medium,production,2026-03-02T14:27:27.530280
svc_012,Config Service,Order Service,Config Service,458.41,2391,12.22,252.0,0.0068,high,production,2026-03-02T14:30:27.530280
svc_004,Order Service,API Gateway,Order Service,436.24,3935,66.22,1204.0,0.0093,critical,production,2026-03-02T14:48:27.530280
svc_013,Cache Service,Search Service,Cache Service,443.7,3900,35.25,1122.0,0.0121,high,production,2026-03-02T15:12:27.530280
svc_012,Config Service,Order Service,Config Service,132.17,8260,23.12,731.0,0.0278,high,production,2026-03-02T15:39:27.530280
svc_018,Session Service,Auth Service,Session Service,91.39,8210,39.92,460.0,0.0403,high,production,2026-03-02T15:45:27.530280
svc_016,Billing Service,Payment Service,Billing Service,481.9,7181,72.45,1229.0,0.0355,high,production,2026-03-02T16:43:27.530280
svc_015,Report Service,Billing Service,Report Service,133.15,4553,58.5,2036.0,0.0479,low,production,2026-03-02T16:45:27.530280
svc_015,Report Service,Billing Service,Report Service,397.3,1801,37.21,267.0,0.0129,low,production,2026-03-02T16:48:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,24.67,8567,53.3,1615.0,0.0402,high,production,2026-03-02T16:54:27.530280
svc_005,Payment Service,Order Service,Payment Service,207.3,6879,77.47,1400.0,0.0369,critical,production,2026-03-02T17:01:27.530280
svc_002,Auth Service,API Gateway,Auth Service,319.82,4607,65.95,1423.0,0.0416,critical,production,2026-03-02T17:12:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,518.35,4034,12.43,636.0,0.0063,high,production,2026-03-02T17:31:27.530280
svc_013,Cache Service,Search Service,Cache Service,320.19,4560,16.54,970.0,0.0031,high,production,2026-03-02T17:41:27.530280
svc_005,Payment Service,Order Service,Payment Service,274.34,9101,57.76,216.0,0.0409,critical,production,2026-03-02T17:45:27.530280
svc_015,Report Service,Billing Service,Report Service,40.8,5549,62.25,1540.0,0.0014,low,production,2026-03-02T17:51:27.530280
svc_009,Search Service,API Gateway,Search Service,316.5,2921,48.5,927.0,0.0175,medium,production,2026-03-02T17:52:27.530280
svc_013,Cache Service,Search Service,Cache Service,29.68,2814,7.77,1862.0,0.014,high,production,2026-03-02T17:59:27.530280
svc_006,Notification Service,Order Service,Notification Service,95.41,6278,34.64,1296.0,0.0202,medium,production,2026-03-02T18:07:27.530280
svc_011,Logging Service,API Gateway,Logging Service,376.44,5991,52.22,1011.0,0.0045,medium,production,2026-03-02T18:08:27.530280
svc_012,Config Service,User Service,Config Service,239.36,3135,65.2,1854.0,0.028,high,production,2026-03-02T18:59:27.530280
svc_006,Notification Service,Order Service,Notification Service,171.5,4821,51.06,1393.0,0.0496,medium,production,2026-03-02T19:01:27.530280
svc_004,Order Service,API Gateway,Order Service,348.23,6332,56.25,1607.0,0.0127,critical,production,2026-03-02T19:02:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,305.34,5394,77.3,481.0,0.0471,low,production,2026-03-02T19:19:27.530280
svc_002,Auth Service,API Gateway,Auth Service,188.69,2695,33.22,270.0,0.0068,critical,production,2026-03-02T19:30:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,378.06,663,69.18,493.0,0.0291,low,production,2026-03-02T19:33:27.530280
svc_013,Cache Service,Search Service,Cache Service,207.98,1820,47.56,798.0,0.0168,high,production,2026-03-02T19:53:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,364.71,4261,14.43,341.0,0.0222,medium,production,2026-03-02T19:59:27.530280
svc_012,Config Service,Auth Service,Config Service,284.14,8021,32.64,625.0,0.0356,high,production,2026-03-02T19:59:27.530280
svc_006,Notification Service,Order Service,Notification Service,157.27,4017,36.29,338.0,0.0276,medium,production,2026-03-02T20:11:27.530280
svc_015,Report Service,Billing Service,Report Service,487.48,2038,59.25,581.0,0.0161,low,production,2026-03-02T20:12:27.530280
svc_003,User Service,API Gateway,User Service,105.06,1691,57.97,355.0,0.016,high,production,2026-03-02T20:31:27.530280
svc_015,Report Service,Billing Service,Report Service,364.93,5744,48.45,1787.0,0.0453,low,production,2026-03-02T20:35:27.530280
svc_012,Config Service,Auth Service,Config Service,198.03,5664,55.46,561.0,0.0171,high,production,2026-03-02T20:35:27.530280
svc_012,Config Service,User Service,Config Service,366.38,3589,66.92,1794.0,0.0313,high,production,2026-03-02T20:36:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,311.22,3410,35.86,1960.0,0.0399,high,production,2026-03-02T20:49:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,435.75,5747,15.97,368.0,0.0389,high,production,2026-03-02T20:49:27.530280
svc_011,Logging Service,API Gateway,Logging Service,190.89,4765,78.5,1172.0,0.0413,medium,production,2026-03-02T20:52:27.530280
svc_003,User Service,API Gateway,User Service,192.2,10358,73.3,543.0,0.0309,high,production,2026-03-02T20:54:27.530280
svc_012,Config Service,Order Service,Config Service,236.68,6340,63.57,1305.0,0.0303,high,production,2026-03-02T21:14:27.530280
svc_006,Notification Service,Payment Service,Notification Service,287.59,8395,26.17,1713.0,0.0111,medium,production,2026-03-02T21:19:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,396.99,8335,30.47,560.0,0.029,low,production,2026-03-02T21:43:27.530280
svc_012,Config Service,Auth Service,Config Service,354.78,335,36.14,1344.0,0.0221,high,production,2026-03-02T21:52:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,281.82,10,64.95,835.0,0.0109,low,production,2026-03-02T22:30:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,513.52,1397,26.47,1777.0,0.0409,high,production,2026-03-02T22:42:27.530280
svc_013,Cache Service,Search Service,Cache Service,276.9,1106,30.18,1209.0,0.0368,high,production,2026-03-02T22:57:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,464.43,3277,61.66,396.0,0.0486,high,production,2026-03-02T23:00:27.530280
svc_009,Search Service,API Gateway,Search Service,334.15,5231,59.32,580.0,0.0184,medium,production,2026-03-02T23:04:27.530280
svc_006,Notification Service,Order Service,Notification Service,367.5,7992,17.22,429.0,0.0374,medium,production,2026-03-02T23:10:27.530280
svc_010,Analytics Service,User Service,Analytics Service,83.8,1644,61.38,1622.0,0.0351,low,production,2026-03-02T23:20:27.530280
svc_004,Order Service,API Gateway,Order Service,189.92,4822,53.54,1340.0,0.0228,critical,production,2026-03-02T23:25:27.530280
svc_009,Search Service,API Gateway,Search Service,163.39,9976,70.84,486.0,0.0224,medium,production,2026-03-02T23:27:27.530280
svc_013,Cache Service,Search Service,Cache Service,224.5,5188,46.63,1992.0,0.0361,high,production,2026-03-02T23:52:27.530280
svc_014,Email Service,Notification Service,Email Service,283.68,3383,34.45,1199.0,0.0081,medium,production,2026-03-03T00:14:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,342.75,1187,21.15,1759.0,0.039,medium,production,2026-03-03T00:18:27.530280
svc_006,Notification Service,Payment Service,Notification Service,79.27,7840,67.58,1792.0,0.0055,medium,production,2026-03-03T00:26:27.530280
svc_016,Billing Service,Payment Service,Billing Service,486.91,9956,81.86,562.0,0.0077,high,production,2026-03-03T00:35:27.530280
svc_003,User Service,API Gateway,User Service,230.09,330,79.08,1380.0,0.0493,high,production,2026-03-03T00:52:27.530280
svc_012,Config Service,User Service,Config Service,451.18,3338,55.42,1614.0,0.0029,high,production,2026-03-03T00:58:27.530280
svc_015,Report Service,Analytics Service,Report Service,129.32,3501,32.81,2042.0,0.035,low,production,2026-03-03T01:01:27.530280
svc_011,Logging Service,API Gateway,Logging Service,229.94,857,61.31,1502.0,0.0274,medium,production,2026-03-03T01:09:27.530280
svc_015,Report Service,Billing Service,Report Service,459.05,2563,31.39,2020.0,0.0371,low,production,2026-03-03T01:10:27.530280
svc_006,Notification Service,Payment Service,Notification Service,63.7,8969,76.17,572.0,0.0438,medium,production,2026-03-03T01:21:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,213.38,4474,38.72,860.0,0.0399,medium,production,2026-03-03T01:24:27.530280
svc_003,User Service,Auth Service,User Service,499.46,10476,12.59,1684.0,0.0262,high,production,2026-03-03T01:31:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,122.18,1171,58.45,1165.0,0.0455,high,production,2026-03-03T01:35:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,243.01,4846,19.27,1084.0,0.0113,high,production,2026-03-03T01:41:27.530280
svc_010,Analytics Service,User Service,Analytics Service,437.68,8581,65.27,1037.0,0.0344,low,production,2026-03-03T02:08:27.530280
svc_013,Cache Service,Search Service,Cache Service,521.53,1932,24.37,651.0,0.0401,high,production,2026-03-03T02:19:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,215.01,9464,58.12,817.0,0.004,high,production,2026-03-03T02:30:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,72.53,4620,40.81,1670.0,0.0157,high,production,2026-03-03T03:52:27.530280
svc_012,Config Service,Auth Service,Config Service,406.36,3420,57.68,1297.0,0.0433,high,production,2026-03-03T03:54:27.530280
svc_006,Notification Service,Payment Service,Notification Service,106.62,6041,77.21,274.0,0.0485,medium,production,2026-03-03T04:10:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,267.08,3934,34.51,1459.0,0.0148,high,production,2026-03-03T04:12:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,290.56,1510,36.9,1621.0,0.0425,high,production,2026-03-03T04:36:27.530280
svc_003,User Service,Auth Service,User Service,476.13,1380,25.74,485.0,0.0241,high,production,2026-03-03T05:06:27.530280
svc_005,Payment Service,Order Service,Payment Service,80.19,5498,80.93,1400.0,0.0104,critical,production,2026-03-03T05:07:27.530280
svc_009,Search Service,Catalog Service,Search Service,419.83,1591,66.28,1993.0,0.0016,medium,production,2026-03-03T05:18:27.530280
svc_006,Notification Service,Payment Service,Notification Service,266.43,853,82.38,625.0,0.0391,medium,production,2026-03-03T05:21:27.530280
svc_010,Analytics Service,User Service,Analytics Service,334.35,4026,29.19,1707.0,0.0433,low,production,2026-03-03T05:28:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,149.0,6576,33.23,1002.0,0.0091,high,production,2026-03-03T05:55:27.530280
svc_004,Order Service,API Gateway,Order Service,368.27,6406,50.68,854.0,0.0197,critical,production,2026-03-03T06:07:27.530280
svc_003,User Service,Auth Service,User Service,437.06,1568,82.2,1531.0,0.017,high,production,2026-03-03T06:24:27.530280
svc_009,Search Service,API Gateway,Search Service,373.59,2939,83.05,1893.0,0.0121,medium,production,2026-03-03T06:56:27.530280
svc_002,Auth Service,API Gateway,Auth Service,495.84,6386,17.06,996.0,0.046,critical,production,2026-03-03T06:57:27.530280
svc_013,Cache Service,Search Service,Cache Service,56.38,5349,10.88,1224.0,0.0419,high,production,2026-03-03T07:01:27.530280
svc_006,Notification Service,Payment Service,Notification Service,244.29,3292,27.45,224.0,0.0345,medium,production,2026-03-03T07:07:27.530280
svc_015,Report Service,Analytics Service,Report Service,419.74,1908,14.7,1980.0,0.0317,low,production,2026-03-03T07:08:27.530280
svc_015,Report Service,Analytics Service,Report Service,420.34,1890,17.53,1290.0,0.004,low,production,2026-03-03T07:20:27.530280
svc_012,Config Service,Order Service,Config Service,146.9,4951,42.12,1735.0,0.0173,high,production,2026-03-03T07:20:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,133.99,3604,8.24,537.0,0.0322,high,production,2026-03-03T07:32:27.530280
svc_004,Order Service,API Gateway,Order Service,195.15,8929,60.95,655.0,0.0292,critical,production,2026-03-03T07:41:27.530280
svc_015,Report Service,Billing Service,Report Service,103.94,3925,41.83,1197.0,0.0075,low,production,2026-03-03T07:44:27.530280
svc_006,Notification Service,Payment Service,Notification Service,250.23,3173,55.5,2028.0,0.0395,medium,production,2026-03-03T07:47:27.530280
svc_015,Report Service,Analytics Service,Report Service,137.41,307,7.79,1340.0,0.017,low,production,2026-03-03T07:51:27.530280
svc_004,Order Service,API Gateway,Order Service,249.74,6056,41.43,1063.0,0.008,critical,production,2026-03-03T07:57:27.530280
svc_011,Logging Service,API Gateway,Logging Service,459.53,5971,45.81,1210.0,0.0426,medium,production,2026-03-03T08:19:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,381.59,8560,44.22,1136.0,0.0458,high,production,2026-03-03T08:33:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,298.81,1695,42.97,936.0,0.0482,high,production,2026-03-03T08:45:27.530280
svc_005,Payment Service,Order Service,Payment Service,358.77,6928,48.91,891.0,0.0068,critical,production,2026-03-03T08:55:27.530280
svc_009,Search Service,API Gateway,Search Service,159.91,9623,63.64,538.0,0.0472,medium,production,2026-03-03T08:55:27.530280
svc_003,User Service,Auth Service,User Service,177.42,5234,21.75,1043.0,0.0264,high,production,2026-03-03T09:39:27.530280
svc_003,User Service,Auth Service,User Service,363.68,716,39.44,586.0,0.0219,high,production,2026-03-03T09:45:27.530280
svc_015,Report Service,Analytics Service,Report Service,467.64,1121,19.06,914.0,0.0419,low,production,2026-03-03T10:00:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,132.62,4738,14.74,1282.0,0.0365,medium,production,2026-03-03T10:05:27.530280
svc_009,Search Service,Catalog Service,Search Service,324.67,3484,22.27,1161.0,0.0099,medium,production,2026-03-03T10:16:27.530280
svc_015,Report Service,Billing Service,Report Service,149.33,373,36.21,634.0,0.0371,low,production,2026-03-03T10:47:27.530280
svc_003,User Service,API Gateway,User Service,454.77,4534,60.65,1458.0,0.0225,high,production,2026-03-03T11:00:27.530280
svc_013,Cache Service,Search Service,Cache Service,334.0,1884,15.04,1927.0,0.0133,high,production,2026-03-03T11:13:27.530280
svc_011,Logging Service,API Gateway,Logging Service,319.45,2355,16.63,1297.0,0.0057,medium,production,2026-03-03T11:19:27.530280
svc_012,Config Service,Auth Service,Config Service,41.94,6650,12.5,504.0,0.0196,high,production,2026-03-03T11:26:27.530280
svc_006,Notification Service,Payment Service,Notification Service,58.37,9816,31.92,315.0,0.0202,medium,production,2026-03-03T11:27:27.530280
svc_012,Config Service,User Service,Config Service,381.09,6164,49.24,1140.0,0.0088,high,production,2026-03-03T11:31:27.530280
svc_002,Auth Service,API Gateway,Auth Service,315.46,1232,48.88,915.0,0.0059,critical,production,2026-03-03T12:05:27.530280
svc_014,Email Service,Notification Service,Email Service,109.76,5124,33.1,1546.0,0.0053,medium,production,2026-03-03T12:41:27.530280
svc_009,Search Service,Catalog Service,Search Service,58.13,821,16.16,1280.0,0.004,medium,production,2026-03-03T12:49:27.530280
svc_014,Email Service,Notification Service,Email Service,267.91,3305,37.12,969.0,0.0479,medium,production,2026-03-03T12:52:27.530280
svc_011,Logging Service,API Gateway,Logging Service,230.59,6362,42.99,655.0,0.028,medium,production,2026-03-03T12:52:27.530280
svc_010,Analytics Service,User Service,Analytics Service,492.56,6248,64.44,2034.0,0.0013,low,production,2026-03-03T13:03:27.530280
svc_004,Order Service,API Gateway,Order Service,44.8,7418,52.21,796.0,0.007,critical,production,2026-03-03T13:11:27.530280
svc_006,Notification Service,Order Service,Notification Service,445.96,7803,59.58,1670.0,0.0149,medium,production,2026-03-03T13:17:27.530280
svc_012,Config Service,Order Service,Config Service,422.7,7933,62.6,633.0,0.0095,high,production,2026-03-03T13:38:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,265.19,10,11.95,413.0,0.0216,low,production,2026-03-03T13:51:27.530280
svc_009,Search Service,Catalog Service,Search Service,358.61,3929,22.83,1831.0,0.0343,medium,production,2026-03-03T13:53:27.530280
svc_003,User Service,API Gateway,User Service,226.34,4374,70.4,789.0,0.0366,high,production,2026-03-03T13:53:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,416.77,3193,75.42,1087.0,0.0357,low,production,2026-03-03T13:59:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,52.64,5460,32.4,1275.0,0.029,medium,production,2026-03-03T14:01:27.530280
svc_012,Config Service,User Service,Config Service,217.89,1522,53.67,820.0,0.0125,high,production,2026-03-03T14:02:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,339.04,6124,32.08,1673.0,0.0112,high,production,2026-03-03T14:25:27.530280
svc_004,Order Service,API Gateway,Order Service,328.13,7983,18.27,1877.0,0.049,critical,production,2026-03-03T14:28:27.530280
svc_015,Report Service,Billing Service,Report Service,56.4,6394,10.1,1954.0,0.0328,low,production,2026-03-03T14:53:27.530280
svc_002,Auth Service,API Gateway,Auth Service,216.47,167,75.13,920.0,0.0406,critical,production,2026-03-03T15:25:27.530280
svc_002,Auth Service,API Gateway,Auth Service,236.9,5076,17.48,1986.0,0.0229,critical,production,2026-03-03T15:26:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,372.3,3283,58.33,1559.0,0.042,high,production,2026-03-03T15:35:27.530280
svc_003,User Service,Auth Service,User Service,102.27,7867,48.27,295.0,0.0361,high,production,2026-03-03T15:51:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,310.6,7721,72.19,1317.0,0.0342,high,production,2026-03-03T15:56:27.530280
svc_015,Report Service,Billing Service,Report Service,370.84,3382,17.91,421.0,0.0325,low,production,2026-03-03T16:02:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,468.56,1710,8.86,183.0,0.0107,medium,production,2026-03-03T16:04:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,487.13,4245,42.17,1484.0,0.049,medium,production,2026-03-03T16:17:27.530280
svc_013,Cache Service,Search Service,Cache Service,186.07,674,13.13,1123.0,0.0423,high,production,2026-03-03T16:25:27.530280
svc_012,Config Service,User Service,Config Service,243.95,3704,12.67,1804.0,0.036,high,production,2026-03-03T16:38:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,197.39,8794,41.07,967.0,0.0045,low,production,2026-03-03T16:48:27.530280
svc_011,Logging Service,API Gateway,Logging Service,129.48,635,68.3,1401.0,0.0365,medium,production,2026-03-03T16:56:27.530280
svc_012,Config Service,Order Service,Config Service,283.24,2750,40.75,1635.0,0.0238,high,production,2026-03-03T17:20:27.530280
svc_002,Auth Service,API Gateway,Auth Service,121.15,4432,17.51,1222.0,0.0085,critical,production,2026-03-03T17:26:27.530280
svc_005,Payment Service,Order Service,Payment Service,289.63,8917,66.54,1675.0,0.0203,critical,production,2026-03-03T17:35:27.530280
svc_013,Cache Service,Search Service,Cache Service,298.33,3564,29.21,1262.0,0.0447,high,production,2026-03-03T17:39:27.530280
svc_011,Logging Service,API Gateway,Logging Service,163.73,6429,37.48,820.0,0.0164,medium,production,2026-03-03T17:45:27.530280
svc_004,Order Service,API Gateway,Order Service,36.63,9174,22.41,236.0,0.0253,critical,production,2026-03-03T18:10:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,221.04,6918,62.58,318.0,0.0426,high,production,2026-03-03T18:14:27.530280
svc_014,Email Service,Notification Service,Email Service,173.18,3597,9.73,1808.0,0.0352,medium,production,2026-03-03T18:30:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,128.75,6473,54.92,1435.0,0.0115,high,production,2026-03-03T18:41:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,103.92,5245,17.47,1527.0,0.0238,low,production,2026-03-03T18:43:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,145.58,3743,15.05,269.0,0.0483,high,production,2026-03-03T18:46:27.530280
svc_009,Search Service,API Gateway,Search Service,50.38,2130,45.41,1876.0,0.0321,medium,production,2026-03-03T18:50:27.530280
svc_003,User Service,API Gateway,User Service,356.52,2147,70.56,1554.0,0.0222,high,production,2026-03-03T18:57:27.530280
svc_005,Payment Service,Order Service,Payment Service,133.87,8016,32.3,440.0,0.0267,critical,production,2026-03-03T19:03:27.530280
svc_014,Email Service,Notification Service,Email Service,365.75,1592,8.43,507.0,0.0267,medium,production,2026-03-03T19:10:27.530280
svc_012,Config Service,User Service,Config Service,121.1,560,48.24,696.0,0.0195,high,production,2026-03-03T19:35:27.530280
svc_005,Payment Service,Order Service,Payment Service,90.42,3075,79.7,542.0,0.0073,critical,production,2026-03-03T19:35:27.530280
svc_002,Auth Service,API Gateway,Auth Service,144.1,1566,15.91,297.0,0.0447,critical,production,2026-03-03T19:55:27.530280
svc_002,Auth Service,API Gateway,Auth Service,151.31,8185,10.99,155.0,0.0218,critical,production,2026-03-03T20:06:27.530280
svc_003,User Service,API Gateway,User Service,322.2,5465,33.25,968.0,0.0011,high,production,2026-03-03T20:19:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,212.44,4964,35.42,1754.0,0.0166,low,production,2026-03-03T20:49:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,393.29,10,38.75,1078.0,0.0346,high,production,2026-03-03T21:09:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,450.04,3869,34.59,976.0,0.0375,high,production,2026-03-03T21:10:27.530280
svc_011,Logging Service,API Gateway,Logging Service,435.34,8798,73.51,350.0,0.0263,medium,production,2026-03-03T21:25:27.530280
svc_015,Report Service,Analytics Service,Report Service,363.37,2939,21.04,645.0,0.0328,low,production,2026-03-03T21:32:27.530280
svc_011,Logging Service,API Gateway,Logging Service,205.0,9971,54.97,345.0,0.0165,medium,production,2026-03-03T21:33:27.530280
svc_015,Report Service,Analytics Service,Report Service,452.47,1017,22.89,928.0,0.0374,low,production,2026-03-03T21:35:27.530280
svc_015,Report Service,Billing Service,Report Service,150.08,6494,9.16,1328.0,0.024,low,production,2026-03-03T21:52:27.530280
svc_010,Analytics Service,User Service,Analytics Service,371.5,4540,35.57,1724.0,0.0266,low,production,2026-03-03T22:06:27.530280
